fonte,coletado_em,posto_id,nome,uf_fonte,cidade_fonte,bairro,endereco,cep,telefones,email,site,contato,horario,segmento
yamaha,2026-09-06,yamaha-b6fabeff36,SWITCH MUSICAL AUDIO,RJ,,,"Av Almirante Barroso, 80 Sala 601, Jardim Vinte e Cinco de Agosto - Duque de Caxias - RJ",,2127838961,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-ab89b5e3a4,TIENES PIANOS,RJ,,,"ESTRADA DO RIO GRANDE, 1885 - LOJA 103 - TAQUARA - RIO DE JANEIRO, RJ",,2133471975|21997199097,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-abab65b6ef,ASSISTEC,RN,,,"AV. PRUDENTE DE MORAIS, 6387 - CANDELARIA - NATAL, RN",,8432060872,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-f4ca96dbd4,ATELIER SAX SERVICE,RN,,,"R GRAMADO, 28 - CIDADE DA ESPERANÇA - NATAL, RN",,8432055724|84999674010,,,,,BI
yamaha,2026-09-06,yamaha-c44a05c883,ELETRONORTE ELETRONICA,RN,,,"AV. CORONEL ESTEVAM,934 - ALECRIM - NATAL - RN",,8432131523,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-f05c380ad5,JOSE CELIO FERREIRA,RN,,,"RUA SÃO PAULO, 136 - ALECRIM - NATAL, RN",,8432235832|8499688802,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-5aaf71bc2b,LS luthieria,RN,,,"RUA DOS PAIANAZES, 1473 - LETRA B - ALECRIM - NATAL - RN",,,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-a08b2e961f,LUTHIER CENTER,RN,,,"R. DOUTOR ANTONIO DE SOUZA, 143 - ANDAR 1 - CENTRO - MOSSORO, RN",,8491669646,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-49da57d2cc,ELETRONICA CAMERAS.COM,RO,,,"RUA JOÃO GOULART, 2061 - SÃO CRISTÓVÃO - PORTO VELHO - RO",,69999591328|6932236873,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-5f408ed3a5,ELETRONICA REAL 1,RO,,,"RUA CORUMBIARA, 4931 - CENTRO - ROLIM DE MOURA, RO",,6934421178,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-43752050bf,LAURO CAMARA JARDIM FILHO,RO,,,"AV. LAURO SODRÉ, 1652 - JARDIM AMERICA - PORTO VELHO, RO",,6932215432|69992127563,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-d8d2242e78,BARRONCAS E BARRONCAS,RR,,,"AV. GENERAL ATAIDE TEIVE, 3023 – BURITIS - BOA VISTA, RR",,9536251636,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-7285cac52e,DA ROCHA,RS,,,"RUA URUGUAI, 168 - SÃO JOSÉ - CANOAS, RS",,5134281313,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-2d95858ec6,DIGISOM GW,RS,,,"Rua São Nicolau, 1093 - Santa Maria Goretti - PORTO ALEGRE, RS",,5133438142|51991419023,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-acf4486873,ELETRON ASSISTÊNCIA TÉCNICA,RS,,,"RUA MOROM, 724 - CENTRO - PASSO FUNDO, RS",,5430451278,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-5a559568f0,ELETRONICA CLIMASTER,RS,,,"AV. ANGELO BOLSSON, 430 - MEDIANEIRA - SANTA MARIA, RS",,5530257963,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-85bc6b68fd,ELETRÔNICA LEAL,RS,,,"RUA VISCONDE PELOTAS, 1176 - EXPOSIÇÃO - CAXIAS DO SUL, RS",,5432238422,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-e48bc6d19f,ELETRÔNICA ZILLMER,RS,,,"RUA RAMIRO BARCELOS, 1272 - CENTRO - SANTA CRUZ DO SUL, RS",,5137112865,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-c8dd7fd23a,LINA SOM,RS,,,"AV PERNAMBUCO, 2451 - NAVEGANTES - PORTO ALEGRE, RS",,5133881127,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-ff341c187a,Monitores & Cia,RS,,,"Tiradentes, 2600 - Centro - Pelotas - RS",,5332270776,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0ad3097fc7,MUSITEC,RS,,,"RUA AFONSO CELSO, 290 - OPERÁRIO - NOVO HAMBURGO, RS",,5135271490,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-25381752bb,PEDRO BICHELS PIANOS,RS,,,"RUA PASSO DA PATRIA, 342 - BELA VISTA - PORTO ALEGRE, RS",,5133323240|51991227957,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-9ccdff7c7a,Som Maior PROAUDIO,RS,,,"Rua Mauricio Cardoso, 1050 -Bairro Aparecida - Frederico Westphalen, RS",,5537441358|55981438144,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-d2b2cc5765,VALCAREGGI,RS,,,"RUA JOÃO ALFREDO, 689 - CIDADE BAIXA - PORTO ALEGRE, RS",,5132245308,,,,,BI
yamaha,2026-09-06,yamaha-57244c8752,ATELIE RESONARE,SC,,,"RUA SAO PEDRO, 143 SALA 01 - GARCIA - BLUMENAU, SC",,4732340059|47984172084,,,,,BI
yamaha,2026-09-06,yamaha-8a62925fb9,CMM ELETRÔNICA,SC,,,"Rua 990 , nº 390 - sala 01 - Edifício JS - CENTRO - BALNEÁRIO CAMBORIÚ, SC",,4733676768,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-16074e4384,COPETTI GUITARS,SC,,,AV. JOSUÉ DI BERNARDI 443 SALA 05 - SÃO JOSÉ - SC,,4832416165,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-c3e873b2a8,CSE DIGITAL,SC,,,"RUA ALTAMIRO GUIMARÃES, 754 - CENTRO- TUBARÃO , SC",,4836263644,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-4b5c67dce4,DESTROS INSTRUMENTAL LUTHIERIA,SC,,,"RUA GETULIO VARGAS, 2750 - CENTRO - SÃO JOSÉ, SC",,4830940077|48984572623,,,,,BI
yamaha,2026-09-06,yamaha-9d7d400662,DIGISOM SC,SC,,,"RUA ANNA ORLANDINA MACIEL, 251 CENTRO SÃO JOSÉ - SC",,4832254347,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-891fa553ab,ELETRÔNICA ALFA,SC,,,"RUA GASPAR, 237 - SÃO JUDAS - ITAJAÍ, SC",,4733491716,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-67cc529fe3,ELETROTEC ELETRÔNICA,SC,,,"RUA CORONEL PASSOS MAIA, 1197 - CENTRO - XANXERÊ, SC",,4934330014,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9b8bfcf350,JL AUDIO MANUTENÇÃO ELETRÔNICA,SC,,,"RUA CAÇADOR, 208 - SL 01 - ANITA GARIBALDI - JOINVILLE, SC",,4734231287,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-62c42ed6e3,ELETRÔNICA NACIONAL,SE,,,"RUA DEPUTADO CARLOS CORREIA, 569 - SIQUEIRA CAMPOS - ARACAJU, SE",,7932145564,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-995fad9db2,ANALISE A,SP,,,"RUA DOUTORA SILVIA FERREIRA DE BARROS, 53 - JARDIM DOM VIEIRA - CAMPINAS - SP",,1940421082,,,,,Áudio profissional e home studio
yamaha,2026-09-06,yamaha-dbecc88fdd,AUDIOPLAY SOM PROFISSIONAL,SP,,,"RUA BOLÍVIA, 1592 - JARDIM PRESIDENTE - ARAÇATUBA, SP",,1836223724,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-b465633ab1,CTE TECNOLOGIA,SP,,,"RUA DAS CAMPANULAS, 316 - VILA ALPINA - SÃO PAULO, SP",,1134733196,,,,,"Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-8975190cd9,CTL ELETRÔNICA,SP,,,"RUA CONDE D'EU,53 - VERGUEIRO - SOROCABA, SP",,1532115242,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-09cb493bc9,DIGITAL AUDIO,SP,,,"RUA ORLANDO CARPINO, 65 - CAMPINAS - SP",,1935794520,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-6793f46da8,DINAMIK ELETRÔNICA CENTER,SP,,,"RUA PROFESSOR JORGE HENNINGS, 577 - JARDIM CHAPADÃO - CAMPINAS - SP",,1932136320|19989817810,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-dd30b854cf,DJALMA CARVALHO,SP,,,"RUA AMERICANA, 305 - BAETA NEVES - SÃO BERNARDO DO CAMPO, SP",,1150711759|11996284812,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-0d6678b84f,ELECTON,SP,,,"Rua Maria Carolina, nº 706, Jardim Paulistano - São Paulo, SP",,1138161729,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-86f8135373,ELETRÔNICA GILDA,SP,,,"AV HIGIENÓPOLIS, 236 - VILA GILDA - SANTO ANDRÉ, SP",,1149901555,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-f247f0991a,ELETRÔNICA HITEC,SP,,,"AV. JK DE OLIVEIRA, 238 - JARDIM EULALIA - TAUBATÉ, SP",,1236321127,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-4aac3412ce,ELETRONICA RENAZA LTDA,SP,,,"RUA JOÃO COLINO, 106 - CENTRO - OSASCO - SP",,1136811846,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-8a539fa990,ELETRONICA SAI,SP,,,"RUA BOM JESUS DE PIRAPORA, 1640 - JD BONFIGLIOLI - JUNDIAÍ, SP",,1145875176,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0559e41aa5,ELETRÔNICA SANTISTA,SP,,,"AV. CONSELHERO RODRIGUES, 377 - MACUCO - SANTOS - SP",,1333452845,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0aec7e8060,EMERSON DOS SANTOS,SP,,,"RUA MINAS GERAIS QUADRA, 1755 - BLOCO 6 AP 402 - JARDIM CARVALHO - BAURU, SP",,1432364941|14997015641,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-a128a738dd,ESTAÇÃO ACUSTICA,SP,,,"RUA PLINIO SALGADO, 49 SITIO DO CAMPO PRAIA GRANDE – SP",,1333029000,,,,,"BI, Teclados e pianos digitais, Violões, guitarras e baixos, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-84029977ab,EXPRESSOM - SOM E ACESSÓRIOS,SP,,,"RUA MAJOR CARVALHO FILHO, 866 - CENTRO - ARARAQUARA, SP",,1633361411,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0c166f2246,FELTRONIC,SP,,,"RUA DOUTOR ÍTALO PECCIOLI, 203 - JARDIM FERREIRA DIAS - JAÚ, SP",,1436227347,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-827936f04b,FLY AUDIO SOLUTIONS,SP,,,"RUA AFONSINA, 208 - RUDGE RAMOS - SÃO BERNARDO DO CAMPO - SP",,1139070900,,,,,Áudio profissional e home studio
yamaha,2026-09-06,yamaha-6a29167fb8,FPS FIX PRO SERVICE,SP,,,"RUA COLUMBUS, 171 - VILA LEOPOLDINA - SAO PAULO, SP",,1149992380,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-8334b8e7d1,GAMBARU MANUTENÇÃO E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA,SP,,,"AV. GUAPIRA, 2128 - Tucuruvi - SÃO PAULO - SP",,1122412427,,,,,Teclados e pianos digitais
yamaha,2026-09-06,yamaha-5f04f06ee4,GFS TECH,SP,,,"Rua Princesa Izabel, 642 - Vila Tamandaré - RIBEIRÃO PRETO - SP",,1636259208|16994030135,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-d9f22e4d4d,GFS Tech Assistência Ténica,SP,,,"Rua Princesa Izabel, 642 - Vila Tamandaré - RIBEIRÃO PRETO - SP",,1636259208|16994030135,,,,,Áudio profissional e home studio
yamaha,2026-09-06,yamaha-69350515a3,HOME PRIME,SP,,,"CALÇADA DAS MARGARIDAS, 306",,1141917420,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-f117c67942,INSTITUTO CASA DE OFICIO,SP,,,"RUA CAMPO BOM,67 - CIDADE VARGAS - São Paulo - SP",,1132840790,,,,,"BI, Baterias acústicas"
yamaha,2026-09-06,yamaha-a258c4c1f1,JLS & SONS,SP,,,"AV. JABAQUARA, 162 E 166 - MIRANDOPOILIS - SÃO PAULO, SP",,1155729602|11980729696,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-acebbf8ab3,LUTHIER AQUINO LTDA,SP,,,"RUA TEODORO SAMPAIO, 665 - PINHEIROS - SÃO PAULO - SP",,1145620992,,,,,"Violões, guitarras e baixos"
yamaha,2026-09-06,yamaha-c3b144cbf8,LUTHIERIA RP,SP,,,"RUA MARCILIA DIAS BICALHO DO ESPIRITO SANTO, 3248 - VILA NOSSA SENHORA DA PENHA - SAO JOSE DO RIO PRETO, SP",,1730124690|17991132774,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-1be23c306e,MUSIC TEC,SP,,,"RUA BARAO DE JACEGUAI 509 ANDAR 8 SALA 82 - CENTRO - MOGI DAS CRUZES, SP",,1147913867,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-9aeb10fdda,MUSICAL TEC OFICINA DE INSTRUMENTOS MUSICAIS,SP,,,"RUA CIRENE JORGE RIBEIRO, 342 - VILA SALETE - SÃO PAULO -SP",,11999059049,,,,,"BI, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-0dedf0b9f4,PAULO MEMOLI,SP,,,"R CARANDAI, 396 - CASA VERDE - SÃO PAULO, SP",,1138574938,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-8d9c82a988,PRO AUDIO,SP,,,"RUA 21 DE ABRIL , 416 - RUDGE RAMOS - SÃO BERNARDO DO CAMPO, SP",,1141773550,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-487eb02a12,ROBSON AFINADOR,SP,,,"RUA JOAQUIM OLIVEIRA FREITAS, 2371 - VILA MANGALOT - SÃO PAULO - SP",,11998787834,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-73e2491c54,SIDO COITINO PIANOS,SP,,,"RUA SETE DE SETEMBRO, 687 - CASA - JARDIM AVIACAO - PRESIDENTE PRUDENTE, SP",,1839165057|18991077300,,,,,Pianos acústicos
yamaha,2026-09-06,yamaha-e7d59a4bdc,SO MADEIRAS & METAIS ATELIER DE SOPROS,SP,,,"Avenida 42, 611 - Vila Operária - RIO CLARO, SP",,19988454443,,,,,BI
yamaha,2026-09-06,yamaha-6841c6f591,STEFAN SIEMONS,SP,,,"ESTRADA DAS PALMEIRAS, 867 - PQ YARA CECI - ITAPECERICA DA SERRA, SP",,1146663970,,,,,"BI, Baterias acústicas"
yamaha,2026-09-06,yamaha-f5eb218660,TBASE,SP,,,"AV. MIGUEL STEFANO, 779 - SAUDE - SÃO PAULO, SP",,11958429494|1123851220,tbase2003@gmail.com,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-e7835089d6,TECMUSIC SERVIÇOS,SP,,,"RUA LACEDEMÔNIA, 88 - JD AEROPORTO - SÃO PAULO, SP",,1150313472,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-b54c09a157,TG ELETRÔNICA,SP,,,"RUA TOLEDO BARBOSA, 601 - BELÉM - SÃO PAULO, SP",,1122915038,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-1ff1cef696,WILL LUTHIER DE INSTRUMENTOS MUSICAIS,SP,,,"Praça Carolina de Almeida e Silva, 109- TAPIRATIBA - SÃO PAULO, SP",,11988365402,,,,,BI
yamaha,2026-09-06,yamaha-7c1db607f1,ELETRONICA CONCORD,TO,,,"Q 104 NORTE RUA NE 5, LT 20 - PLANO DIRETOR NORTE – PALMAS, TO",,6332152144,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-153d5522b5,GIGANTEL ELETRONICA,TO,,,"AV TOCANTINS 727 - SALA 02, QD. B, LOTE 10 - SETOR MANOEL CARDOSO - ARAGUAINA, TO",,6334141137,,,,,"Teclados e pianos digitais, Áudio e vídeo, Áudio profissional e home studio"
yamaha,2026-09-06,yamaha-deffa9a8b6,JOSÉ MENDES LOURENÇO,TO,,,"NORTE AVENIDA NS 2, LOTE 02 BLOCO B AP. 203 (CONDOMÍNIO PALÁCIO DAS ARTES) - PLANO DIRETOR NORTE - PALMAS, TO",,63984408875|61992387206,,,,,Pianos acústicos
